"Date" "Mid Price"
7/8/2013 183.8516
7/5/2013 183.4131
7/3/2013 182.1556
7/2/2013 179.7407
7/1/2013 178.2928
6/28/2013 176.9279
6/27/2013 178.254
6/26/2013 176.8222
6/25/2013 177.0803
6/24/2013 176.6398
6/21/2013 176.5642
6/20/2013 178.4225
6/19/2013 184.0308
6/18/2013 183.2108
6/17/2013 182.4924
6/14/2013 182.6983
6/13/2013 181.2882
6/12/2013 180.1515
6/11/2013 179.456
6/10/2013 180.5148
6/7/2013 181.3693
6/6/2013 180.155
6/5/2013 179.5007
6/4/2013 179.333
6/3/2013 178.4942
5/31/2013 176.4583
5/30/2013 178.4648
5/29/2013 178.7198
5/28/2013 180.79
5/24/2013 179.0213
5/23/2013 179.1527
5/22/2013 179.4703
5/21/2013 180.9214
5/20/2013 182.0662
5/17/2013 181.215
5/16/2013 180.0528
5/15/2013 179.1677
5/14/2013 179.3485
5/13/2013 180.017
5/10/2013 180.4684
5/9/2013 182.0763
5/8/2013 181.4922
5/7/2013 180.8432
5/6/2013 181.4948
5/3/2013 180.9956
5/2/2013 178.5766
5/1/2013 175.2678
4/30/2013 179.1053
4/29/2013 180.6989
4/26/2013 178.4904
4/25/2013 179.3111
4/24/2013 176.299
4/23/2013 174.1354
4/22/2013 174.7073
4/19/2013 174.2474
4/18/2013 173.8206
4/17/2013 172.375
4/16/2013 174.9381
4/15/2013 174.6299
4/12/2013 178.741
4/11/2013 181.1629
4/10/2013 182.4572
4/9/2013 182.7467
4/8/2013 181.4325
4/5/2013 180.3508
4/4/2013 181.6897
4/3/2013 183.3017
4/2/2013 187.0645
4/1/2013 187.3956
3/28/2013 187.9551
3/27/2013 188.7396
3/26/2013 187.8093
3/25/2013 186.2293
3/22/2013 185.5022
3/21/2013 184.9445
3/20/2013 186.1352
3/19/2013 184.5435
3/18/2013 186.5922
3/15/2013 187.2248
3/14/2013 186.572
3/13/2013 185.6962
3/12/2013 186.5054
3/11/2013 186.3824
3/8/2013 186.476
3/7/2013 185.9135
3/6/2013 184.5082
3/5/2013 185.6928
3/4/2013 184.1144
3/1/2013 184.7458
2/28/2013 186.3452
2/27/2013 186.8973
2/26/2013 187.8842
2/25/2013 189.3423
2/22/2013 189.1954
2/21/2013 188.9612
2/20/2013 192.1162
2/19/2013 194.2276
2/15/2013 194.3201
2/14/2013 195.3034
2/13/2013 195.2537
2/12/2013 195.3278
2/11/2013 195.101
2/8/2013 195.3333
2/7/2013 194.3033
2/6/2013 194.9852
2/5/2013 195.0972
2/4/2013 194.2885
2/1/2013 195.7847
1/31/2013 194.7219
1/30/2013 194.8889
1/29/2013 193.3213
1/28/2013 191.8285
1/25/2013 191.0832
1/24/2013 191.5076
1/23/2013 190.8635
1/22/2013 191.4662
1/18/2013 190.5323
1/17/2013 189.7761
1/16/2013 188.3614
1/15/2013 188.0366
1/14/2013 188.9038
1/11/2013 187.3045
1/10/2013 188.377
1/9/2013 187.3712
1/8/2013 187.6859
1/7/2013 187.2085
1/4/2013 186.6147
1/3/2013 187.6096
1/2/2013 188.3301
12/31/2012 186.6064
12/28/2012 185.9859
12/27/2012 186.374
12/26/2012 186.5262
12/24/2012 184.0832
12/21/2012 184.4445
12/20/2012 185.7138
12/19/2012 186.0714
12/18/2012 184.7573
12/17/2012 183.8174
12/14/2012 183.8813
12/13/2012 182.2183
12/12/2012 183.8947
12/11/2012 182.4608
12/10/2012 182.3731
12/7/2012 182.8744
12/6/2012 183.7323
12/5/2012 185.908
12/4/2012 186.3955
12/3/2012 188.0744
11/30/2012 187.8636
11/29/2012 187.6576
11/28/2012 185.7067
11/27/2012 186.6808
11/26/2012 186.9779
11/23/2012 187.7901
11/21/2012 186.6968
11/20/2012 185.7443
11/19/2012 188.0171
11/16/2012 184.0937
11/15/2012 183.2541
11/14/2012 184.2051
11/13/2012 183.0273
11/9/2012 184.2142
11/8/2012 183.0294
11/7/2012 182.4901
11/6/2012 187.1067
11/5/2012 182.8352
11/2/2012 181.7739
11/1/2012 185.4573
10/31/2012 185.1321
10/30/2012 184.5682
10/29/2012 184.7418
10/26/2012 185.4894
10/25/2012 185.0557
10/24/2012 184.8447
10/23/2012 185.5861
10/22/2012 188.258
10/19/2012 190.448
10/18/2012 193.0841
10/17/2012 193.0276
10/16/2012 192.8272
10/15/2012 192.4899
10/12/2012 193.135
10/11/2012 195.0352
10/10/2012 192.9175
10/9/2012 193.5831
10/5/2012 191.2375
10/4/2012 192.7486
10/3/2012 188.1511
10/2/2012 192.59
10/1/2012 193.3965
9/28/2012 193.035
9/27/2012 191.4506
9/26/2012 189.017
9/25/2012 190.9873
9/24/2012 190.7015
9/21/2012 192.5243
9/20/2012 190.8951
9/19/2012 190.426
9/18/2012 194.3119
9/17/2012 196.7917
